id,name,inhabitants,k01_youth_unemployment,k02_single_parent_households,k03_old_age_poverty,k04_children_with_migration_background,k05_inhabitants_with_migration_background,k16_foreigners,k06_change_proportion_of_foreigner,k17_non_eu_foreigners,k07_foreign_transfer_recipients,k09_simple_residential_area,k10_duration_of_residence_over_5_years,k11_migration_volume,k12_balance_of_migration,k13_balance_of_migration_of_children_below_6
11100205,Wartenberg Süd,6095.0,3.11284,46.20061,5.57053,45.44618,28.43314,18.90074,3.53384,73.87153,45.2381,0.0,71.99375,16.78666,-0.08049,-1.50188
11100206,Wartenberg Nord,7609.0,6.5967,46.81769,5.97643,44.48669,29.07084,20.84374,4.25975,78.56242,49.35733,0.0,63.66328,19.60527,1.50305,4.13204
11100307,Zingster Straße Ost,11690.0,6.1651,40.83192,4.16491,55.73141,30.53892,18.11805,1.86636,78.84797,41.91675,0.0,73.6326,14.71896,0.01263,-0.92765
11100308,Zingster Straße West,9583.0,5.41436,44.48669,6.70038,48.78967,28.88448,18.00063,1.80917,78.78261,48.74251,1.56527,75.87995,13.79803,-0.81498,-0.84004
11100309,Mühlengrund,5825.0,4.13943,34.03442,1.96221,42.08038,21.75107,14.86695,2.14537,80.13857,31.02625,0.0,68.86044,23.8713,0.31651,-7.72507
11200410,Malchower Weg,9998.0,5.29483,28.71708,1.34503,51.01559,30.74615,22.55451,2.77859,77.51663,37.24696,19.54391,60.34631,23.85315,2.29609,3.8514
11200411,Hauptstraße,6856.0,2.54669,33.75,2.9697,38.25858,23.5706,14.41074,1.72581,75.91093,37.41007,6.53442,67.182,20.91254,0.87175,-0.78278
11200512,Orankesee,3898.0,1.85759,27.99145,1.14416,38.64169,21.01077,15.70036,-0.04132,90.68627,34.71761,0.0,67.02761,20.64956,0.00017,-4.66403
11200513,Große-Leege-Straße,9897.0,4.69274,35.72102,3.24963,47.38372,26.82631,20.48095,2.18016,77.40503,38.34249,0.0,56.79266,32.23034,0.56554,-4.08391
11200514,Landsberger Allee,15296.0,4.6132,36.57635,2.90055,51.30533,29.38023,18.17469,3.10009,79.60432,38.84207,0.1569,69.82645,18.77311,1.98201,5.78066
11200515,Weiße Taube,4125.0,0.0,13.59649,0.87282,36.3901,20.46061,10.4,2.56464,72.96037,9.17874,6.86061,64.3449,18.89432,0.3159,-1.49298
11300616,Hohenschönhausener Straße,6058.0,3.66599,43.99225,3.39286,71.08571,36.2826,21.73985,-0.73242,76.68945,36.36364,100.0,72.18955,20.28047,-1.61566,-10.04389
11300617,Fennpfuhlpark,4292.0,3.41297,46.96486,2.42684,53.15488,26.37465,14.0261,2.74773,76.07973,28.84956,100.0,71.55425,17.60452,-0.67158,-4.34442
11300618,Storkower Bogen,3713.0,1.93548,43.10345,2.45399,46.12069,27.12093,18.15244,3.54661,79.67359,15.6391,47.40102,67.92614,23.19142,0.53931,-0.34999
11300619,Rudolf-Seiffert-Park,8422.0,1.74757,29.74589,2.41187,50.04695,33.49561,22.08502,2.29211,74.35484,13.9011,0.0,67.13338,30.83836,1.01965,0.74164
11300620,Fennpfuhl Ost,11266.0,3.54251,33.30267,3.62096,54.19281,33.82745,20.69945,1.99258,73.19897,23.49847,100.0,66.31421,21.74553,1.61068,0.35789
11300721,Herzbergstraße,5263.0,2.02312,25.65789,8.39286,67.78761,62.09386,56.05168,-0.53622,54.33898,6.99759,74.84325,36.84211,101.63329,-3.98974,-47.41197
11300722,Rathaus Lichtenberg,9901.0,2.526,32.48988,4.36433,38.56563,24.23998,13.74609,1.19658,65.76047,18.20964,26.06807,60.46887,23.04391,0.87515,-0.97741
11300723,Bornitzstraße,2413.0,1.57303,12.31527,4.22535,48.64865,66.84625,57.35599,-5.71602,63.36705,9.13075,0.0,38.043,86.39224,-8.15874,-20.21105
11300724,Roedeliusplatz,3989.0,3.85675,46.07046,4.46097,41.08216,25.26949,16.34495,2.45745,69.93865,20.21605,43.89571,62.76151,27.17352,1.34104,-16.1859
11300725,Nibelungenviertel,9837.0,2.8607,34.0824,4.53074,30.93168,21.7851,14.03883,2.50473,63.14265,27.07263,1.65701,54.42073,30.01636,6.20977,2.9221
11300826,Frankfurter Allee Süd,9956.0,2.5544,34.00447,4.3579,61.0998,37.7963,23.75452,1.5312,80.88795,26.0453,92.49699,68.58887,20.38304,-0.64275,2.98368
11400927,Victoriastadt,4218.0,1.6,27.0318,14.61538,25.23041,24.72736,16.12138,1.3136,55.14706,9.62406,0.0,57.71004,24.5613,-1.13672,-2.35664
11400928,Nöldnerplatz,2359.0,2.57732,26.21723,5.8296,35.43689,31.0301,21.70411,4.50251,58.39844,12.05534,0.25435,49.72678,34.28942,7.87442,10.60606
11400929,Weitlingkiez,16111.0,2.55795,35.68075,5.78125,35.6213,25.64707,18.1553,2.02846,60.37607,23.28671,0.0,56.187,27.06621,-1.0387,-7.54891
11400930,Zachertstraße,4615.0,1.42045,32.97872,5.7554,28.8,16.68472,9.1441,2.05174,52.36967,11.46341,0.0,60.10505,25.95856,2.76523,-2.03829
11400931,Massower Straße,6764.0,2.63591,33.58548,5.78512,42.15592,26.19752,16.61739,1.32116,74.02135,29.80857,15.70077,66.35137,24.85105,0.21041,-3.90278
11401032,Rosenfelder Ring,5824.0,4.16667,30.8642,4.00628,66.96296,36.62431,26.5625,2.13904,70.71752,32.53652,82.10852,54.68332,35.26458,3.17398,-5.04386
11401033,Gensinger Straße,6756.0,4.31894,29.81771,4.00641,57.67155,37.09295,21.86205,2.54047,74.06906,30.0207,98.65305,61.62514,20.33425,0.72146,-1.07155
11401034,Tierpark,3195.0,2.00669,33.68421,5.29801,52.86624,31.14241,20.56338,4.08423,69.86301,29.92248,0.0,58.57754,28.02387,4.50283,1.04712
11401135,Dolgenseestraße,10139.0,4.30939,33.80282,2.74743,57.79468,29.71693,17.69405,5.97196,79.93311,42.37875,0.0,66.24237,21.21021,5.79163,13.21795
11401136,Volkradstraße,8155.0,0.92227,41.59836,2.74194,28.48837,23.15144,16.88535,3.46311,78.93972,11.41791,0.0,63.19929,24.19054,1.88796,1.20084
11401137,Erieseering,8708.0,2.99625,33.76777,2.71473,57.89096,32.96968,19.91272,2.62091,78.3737,36.48247,0.0,69.12565,17.46043,1.78167,4.80269
11501238,Rummelsburg,4244.0,2.05882,18.79815,2.24719,29.49907,22.6673,13.0066,0.90982,71.73913,36.48148,0.14138,60.33592,18.92235,-0.96655,-6.10394
11501339,Karlshorst West,10346.0,0.61038,29.16667,2.70916,23.60965,22.66576,15.73555,2.1015,74.2629,9.26738,0.0,54.78723,30.60527,2.12571,2.64906
11501340,Karlshorst Nord,10640.0,1.50754,24.03698,1.2931,19.16462,13.25188,6.48496,0.51722,67.3913,18.56287,0.0,64.75165,18.32594,0.48832,2.14895
11501341,Karlshorst Süd,7252.0,0.93604,20.76396,1.99161,17.98817,15.00276,8.02537,1.71303,62.54296,6.23886,0.0,70.39837,22.99647,1.49763,1.06121
12100101,Letteplatz,10985.0,4.06091,32.9806,10.38287,78.62557,55.01138,33.58216,1.80723,60.1247,31.65741,100.0,61.76442,25.31761,-0.3143,-6.74133
12100102,Hausotterplatz,9986.0,5.15021,30.66406,7.90051,74.94444,50.32045,31.11356,2.92999,65.56164,36.2895,100.0,64.20863,24.33052,0.4716,-3.32742
12100103,Breitkopfbecken,7702.0,3.89937,37.10879,11.66913,71.16858,44.74163,25.88938,1.97662,65.64694,30.50383,100.0,65.08327,21.92381,-0.22559,-4.29864
12100204,Schäfersee,8869.0,3.20366,35.22013,6.0307,77.35011,47.22066,26.30511,2.38166,66.52379,29.41716,99.8647,64.30948,24.5947,1.51542,-1.14431
12100205,Teichstraße,14057.0,3.74435,35.67119,8.19352,68.89995,46.38259,26.68421,2.87503,67.34204,26.22248,99.87195,62.82715,26.74638,1.28154,0.3445
12100206,Humboldtstraße,4661.0,4.8913,35.06173,5.08982,54.40932,32.50375,17.20661,1.81701,61.47132,23.28767,56.55439,68.36504,20.07022,0.19504,-7.13214
12200307,Reinickes Hof,2753.0,3.27869,35.12397,5.47667,65.59406,39.92009,24.8093,2.13001,55.19766,32.21374,100.0,64.96018,25.44034,0.23646,-3.32692
12200308,Meller Bogen,5667.0,2.69231,29.28416,4.7488,74.64424,43.12687,22.69278,1.89896,61.66407,31.74468,77.92483,69.36788,19.45525,0.11489,-0.61923
12200309,Scharnweberstraße,10629.0,4.23529,34.19227,9.17816,80.73951,53.5516,33.43682,2.66539,59.79178,38.3248,100.0,63.02363,30.96472,0.45265,-3.45514
12200310,Klixstraße,8270.0,5.87084,34.77273,13.22115,80.96906,60.33857,35.9734,2.72923,62.78992,43.80578,100.0,63.67961,27.15264,0.04437,-1.54898
12200412,Waldidyll/Flughafensee,6355.0,2.06897,22.8164,2.44287,51.59959,35.35799,19.30763,1.77729,63.08068,20.58304,4.48466,63.6889,31.40641,2.36261,8.87993
12200413,Tegel Süd,8091.0,4.33168,38.64734,8.73288,62.0384,41.14448,21.93796,1.75537,73.57746,42.34568,0.0,69.16351,16.34566,-0.18446,-1.6773
12200414,TXL,1428.0,0.0,19.32773,2.62391,55.89744,25.56022,12.39496,1.10118,77.40113,27.38095,97.26891,71.81355,14.20711,0.34117,6.73559
12200515,Alt-Tegel,10959.0,2.20493,27.62692,3.36289,44.55598,24.24491,13.94288,1.54255,58.11518,20.93541,0.0,63.80707,20.83287,1.45692,-3.87522
12400616,Konradshöhe/Tegelort,6011.0,0.0,24.31942,0.94655,27.41433,14.20729,5.83929,0.49578,51.56695,16.56051,0.0,75.26325,12.88432,0.21674,0.05246
12400617,Alt-Heiligensee,6871.0,0.0,18.54015,1.41304,25.24444,14.4666,5.31218,0.11551,53.69863,7.32484,0.0,79.96062,11.38777,-0.49672,5.97403
12400618,Heiligensee Nord,3764.0,0.0,20.59621,1.41414,26.5745,16.09989,6.29649,0.31717,53.5865,10.60606,19.6068,70.50522,18.31687,3.83692,6.75727
12400619,Heiligensee,7730.0,0.65703,19.66292,1.50273,26.11517,14.08797,6.13195,0.33727,66.4557,18.87255,0.19405,76.58432,15.85343,-0.13457,3.63603
12400720,Frohnau West,8662.0,0.0,18.49642,1.2695,24.70669,13.2302,4.81413,0.06313,53.23741,13.12849,0.0,76.629,14.57503,0.87605,8.0561
12400721,Frohnau Ost,8027.0,0.51613,20.0486,1.23077,24.829,14.46369,6.32864,0.45937,52.95276,16.6287,0.0,76.59492,13.34467,-0.20385,8.48934
12400722,Hermsdorf West,8608.0,0.41551,20.56304,1.81317,22.23027,14.4052,6.45911,0.12705,53.95683,14.79167,0.0,74.99095,14.37623,0.00733,11.32747
12400723,Hermsdorf Ost/Waldsee,8118.0,0.44183,20.46632,1.82186,31.12128,16.19857,7.82212,0.96548,46.45669,15.7424,0.0,73.99536,17.16856,1.43066,6.95994
12500824,Ziekowstraße/Freie Scholle,9665.0,2.23602,34.13098,3.75465,28.27529,16.24418,7.98758,0.95329,63.0829,21.29222,0.0,70.93971,14.90428,-0.03062,-2.61155
12500825,Borsigwalde,6750.0,2.94118,36.84211,5.17751,48.33333,27.67407,18.11852,3.13708,61.40638,25.26132,100.0,66.36646,24.53003,0.06686,-4.39167
12500926,Wittenau Mitte,5065.0,2.42291,37.03704,3.25,51.51515,27.6999,16.16979,2.40944,59.95116,25.96026,0.0,60.03679,21.39107,3.69678,-9.32072
12500927,Wittenau Nord,6434.0,2.1309,23.26821,2.14413,44.7314,24.52596,11.87442,1.69622,66.36126,32.17893,0.04663,70.09859,18.08389,2.24395,8.15217
12500928,Waidmannslust,5166.0,1.69133,24.85323,2.04701,32.05742,19.02826,8.4398,0.26797,62.38532,23.5,0.0,68.69406,21.89102,1.8832,11.67968
12500929,Lübars,5160.0,0.0,19.61538,2.08655,32.21851,17.13178,6.08527,0.31864,59.55414,10.15038,0.11628,76.76298,11.6291,0.17404,6.8576
12500930,Wittenau Süd,9936.0,3.54536,33.82749,3.27797,55.5313,33.78623,20.8434,-0.35048,72.71849,24.1219,0.0,66.48121,90.37693,-0.58291,-4.43256
12601031,Lübarser Straße,3310.0,1.06383,24.89083,2.27488,52.12766,29.93958,13.44411,0.86549,64.94382,30.27027,85.58912,75.62735,15.02965,0.11399,5.3079
12601032,Rollbergesiedlung,5922.0,3.70861,32.77545,11.95542,70.64579,49.94934,31.2901,1.4779,72.63896,56.02716,99.74671,65.4456,16.2409,-0.45131,-1.63998
12601133,Treuenbrietzener Straße,11610.0,5.26706,35.22013,10.0797,74.36798,52.69595,26.33075,0.96936,71.21361,43.32068,100.0,71.70332,13.31005,-0.26033,-0.6425
12601134,Märkisches Zentrum,14722.0,4.91614,33.68552,5.82121,69.55583,45.64597,22.8094,2.673,75.90828,41.72753,74.01168,70.65233,13.97392,1.03679,2.89128
12601235,Dannenwalder Weg,10656.0,4.65435,31.68539,7.81065,78.8671,57.77965,30.4711,1.96722,77.94888,46.86587,84.03716,72.83358,14.92821,-0.07559,1.54596
12601236,Schorfheidestraße,3131.0,1.45773,19.63636,2.69006,69.95885,42.82977,18.04535,-0.11615,74.51327,18.38843,8.14436,73.85795,16.08372,0.54215,-0.57566
